individual,language,filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,TGT_first,speaker_tgt_oth,speaker_x,correct_answer,binarized_answer,nb_stimuli,TGT_first_code,language_code,articulation,babelmulti,fishermono,fishertri,deepspeech,dpgmm,mfccs
10,english,EN1361,s,n,ɪ,t,3592,3804,2853,True,3851,5189,3,1,23,1,0,0.05940637576804442,0.5507093999495909,0.6083824702188632,0.5784514334911675,0.19400847627028817,18.484274998302013,0.02174571359720867
10,english,EN1891,h,k,z,ɛ,842,1540,841,True,4926,5189,3,1,24,1,0,0.2693209887312552,0.2838354900887651,0.2129095082226699,0.2368353149676195,0.1446023770776,5.867954403462786,0.05093942975779342
10,english,FR1253,o,s,a,t,907,2858,92,True,M01_O,F03_O,3,1,25,1,0,-0.4828685271412272,0.23304322306791925,0.21758493846686966,0.29142510376366426,0.005226094555998206,8.464312383423092,0.12513059494633116
10,english,EN123,tʃ,f,ɪ,ð,2163,2441,2105,True,8824,5802,3,1,26,1,0,0.13736534982726278,0.33825836797699865,0.177379813668178,0.2931532046846227,0.37189877200742544,5.104929599681593,0.47478032365546935
10,english,FR2370,z,k,ɛ,ɔ,420,372,421,False,F01_O,F03_O,3,1,27,0,0,0.11383982439489038,0.31846109768570285,0.4143701230886222,0.39119580214354244,0.14459742991704183,4.080479962769248,-0.04925668697507746
10,english,EN1845,b,k,z,ʌ,4637,2661,4666,True,8193,1571,3,1,28,1,0,0.1731475212604261,0.3481785436768513,0.37059345510971636,0.2855138719879169,0.06222271353811254,5.17587851828613,0.1801487880518321
10,english,FR840,k,t,a,s,925,926,896,False,M04_O,F02_N,3,1,29,0,0,-0.01721422478805218,0.07161341744819544,-0.011616404618167486,0.09331054311007969,0.05538008375930037,-2.1242178860122927,0.030787136946473614
10,english,FR2777,ɛ,ɛ̃,s,k,198,200,197,True,M10_N,M04_O,2,1,30,1,0,0.4128489188923236,0.24576776427286312,0.19413207815841976,0.2673238764492219,0.08570481426129217,7.033412699680074,0.16640695269917483
10,english,FR1904,ʁ,ɔ,p,ɛ,1641,174,1579,False,M07_N,M10_N,3,1,31,0,0,-0.1797431335961397,0.21770178464547624,0.16194332380930254,0.06436971264265734,0.08450010204643488,5.256911697424853,0.05217673061893646
10,english,EN787,eɪ,i,s,t,1091,341,1090,True,4926,5189,3,1,32,1,0,-0.010924237500161249,0.4023993584262092,0.3596799157423053,0.34155509412455753,0.26621374758617944,10.31809384274489,0.17079065332660803
10,english,FR2420,p,z,a,ɛ,276,300,277,False,M08_N,M10_N,3,1,33,0,0,0.06927745555323495,0.11542956834949825,0.16702256717422326,0.18300389755979496,-0.09301687510069745,3.789012986602076,-0.09493801655265921
10,english,FR1139,ʁ,m,i,ɛ,2367,1103,208,True,F02_O,F06_N,3,1,34,1,0,-0.303611715964169,0.2360407950812763,0.2189370500722646,0.36125346632832767,0.13357765140266176,2.232346119673352,0.017457888097953123
10,english,EN524,ð,h,v,ɛ,4728,3333,2341,False,188,8193,3,1,35,0,0,0.08353198428606956,0.7191164129708676,0.6557441491726923,0.6564630273394005,0.04658860563262929,14.04962538173993,0.1671368885948421
10,english,EN401,n,p,z,ɑ,3319,2554,2843,True,3347,5802,3,1,36,1,0,0.18544846861406203,0.5221500645364738,0.5137149203884557,0.4780270166583443,0.4199741147309649,13.303144722405504,0.25027414258887803
10,english,FR44,ø,a,d,s,148,147,149,False,M04_O,M01_O,3,1,37,0,0,-0.015178268485010527,-0.019870159762877482,0.09489474884812399,0.07999301971808648,0.13763709030892668,-2.3365797086767586,-0.03706123726334409
10,english,EN2055,ɹ,v,z,ɪ,4226,2086,4225,True,5189,3851,-3,-1,38,1,0,0.06027669741896158,-0.10040788991828853,0.14123493888669625,0.1161265586452197,-0.07328645087910413,-2.8851919395978403,0.09263343414163361
10,english,FR2044,ʃ,ʒ,a,a,335,699,334,False,M01_O,F06_N,3,1,39,0,0,-0.24523461279405578,0.09378759186083974,0.22662622304000685,0.11637948884541621,0.11320509274684498,9.253935202769423,0.10284089453620826
10,english,EN267,ɪ,eɪ,t,k,2589,2400,273,True,8824,6509,-3,-1,40,1,0,0.240958937376837,0.18231102898097398,0.07485262474188603,0.1621178851933862,0.4014749871075962,3.5568024404405962,0.055942406867417804
10,english,FR2152,ʁ,e,t,a,1274,509,325,False,F01_O,F06_O,3,1,41,0,0,0.3952896683026347,0.483410204635647,0.20110302101229527,0.3895364392147043,0.12516578080474905,10.509650415729187,0.3112534283363889
10,english,FR567,i,t,s,a,1832,1385,762,True,M01_O,M08_N,3,1,42,1,0,0.6188098492070804,0.3552047183376186,0.28682875315957657,0.42571884232562784,0.16566960934175956,2.502904173873848,0.3174367748441414
10,english,EN898,t,ɪ,s,k,540,1093,541,False,1571,5189,3,1,43,0,0,0.4363096844187305,0.37285402625960784,0.35223565040420396,0.387903594137345,0.3637355755463072,10.185060334128416,0.05154475782770984
10,english,EN2051,ɹ,n,s,æ,2626,2613,2627,True,2294,8824,3,1,44,1,0,0.6523400903960752,0.3089640622668608,0.47714323944492815,0.4479787291006715,0.21357323107032444,10.410778338784723,0.08029211221934363
10,english,FR2691,z,ʁ,i,a,7020,1482,7158,True,F01_O,M01_O,2,1,45,1,0,0.5181802799744474,0.25739218270687914,0.07399454199145361,0.07299755474926195,0.1343455580945211,6.826887239025481,0.1804360065011934
10,english,FR1776,y,ɛ̃,d,p,1518,202,1513,False,F01_O,M10_N,3,1,46,0,0,0.3176630970126575,0.5156599424438901,0.4359861870711195,0.5467137419672876,0.0985752884127844,13.03686740789512,0.5822186106606371
10,english,FR1101,v,m,a,ɛ,295,264,296,True,M08_N,F02_N,-2,-1,47,1,0,0.006162582411164963,-0.12816980571464542,-0.02701147202645926,-0.20152018692149498,-0.04858442059509627,-6.917018359288329,-0.22816923880706297
10,english,FR2886,m,t,a,i,10002,2111,639,False,F02_N,F06_N,-2,-1,48,0,0,-0.39806868005545115,-0.058382179710172455,-0.008434127692112714,0.04171287631215226,0.043118046058308046,2.3805317791896528,0.0018296225928654541
10,english,EN225,d,w,z,ɪ,2296,2920,2302,True,1571,5189,3,1,49,1,0,0.3723137220640018,0.2549313009703564,0.28123694446622793,0.256548040503739,-0.10987352896085012,11.94595190058861,0.10440399423880531
10,english,FR1672,u,ɛ̃,t,p,1452,1453,1454,False,M10_O,F01_N,3,1,50,0,0,0.07940063325914093,0.21179667532765023,0.1480353449559466,0.11373500441114442,0.22691014499718304,7.182148222732263,0.08384895678638904
10,english,EN1658,n,v,ɪ,h,4029,2370,4030,False,188,8193,2,1,51,0,0,0.9711543757696527,0.3436974062165054,0.5139040924415065,0.5722591695085645,0.29191728962180735,9.54647586471232,0.18849612397156462
10,english,FR153,s,b,a,ɛ,2326,282,284,True,F06_N,F02_N,2,1,52,1,0,0.3700862229969273,0.36960011279104743,0.11729938872015544,0.2635322796229458,0.12320829542149259,12.833923205904926,0.10769877959853447
10,english,EN1966,ʃ,s,æ,ə,10349,10348,10351,False,4926,2294,3,1,53,0,0,0.16008773046285746,-0.004767111458299389,0.15819266206371382,0.08972807177441838,0.1792741418625357,3.219179431584748,0.11569997188100267
10,english,EN2085,l,ɡ,ə,ɛ,10201,10244,10200,True,5189,3851,3,1,54,1,0,0.12199844471056143,0.2505791678866681,0.28959849343399446,0.2867360819802163,-0.006178525501147281,12.700757395053827,0.44587252147407397
10,english,FR262,t,d,e,i,2684,2522,2570,False,F01_N,M08_N,3,1,55,0,0,-0.20778472823220973,0.16226019811641101,0.12395242965950443,0.16747147911635352,0.0763009158641833,0.522878577261098,-0.01427320745177052
10,english,EN1639,ɹ,m,d,ɛ,5085,2811,2037,True,3347,6509,-3,-1,56,1,0,-0.26626555535919316,-0.30339411784644116,-0.4283364935724948,-0.41251612827550005,-0.24957283889823756,-11.650786957983344,-0.30637315310984536
10,english,FR1242,n,ʃ,i,ɛ,1194,469,80,False,F03_O,M10_N,3,1,57,0,0,-0.01650166589393276,0.49818713850268204,0.543864589349056,0.5257749399747313,0.034216440032079465,16.22400687736795,0.3063180631139717
10,english,EN989,m,l,ɪ,t,3491,2771,3827,True,8193,3347,3,1,58,1,0,0.07019435047905931,0.3536698300005107,0.2372448725568312,0.24863078704541336,0.3546964319837588,5.424664597156287,0.04259726260612062
10,english,FR1294,ɑ̃,o,k,p,1251,733,1252,False,M04_O,M08_N,3,1,59,0,0,0.03466563863270139,0.007175089199770057,0.021575122044745487,0.022609257411707107,0.04111493044170478,3.278814312455961,-0.09267025604402745
10,english,EN899,ɪ,ʊ,t,k,273,119,2589,True,6509,8824,3,1,60,1,0,0.3236515976647188,0.19382524290583095,0.16894630328313193,0.20388006301624423,0.4885183477197331,7.743995683537412,0.26908438160850345
10,english,FR5,a,e,i,d,20,21,22,True,M07_N,M01_O,3,1,61,1,0,0.21792383615537259,0.059718873930028005,0.04952827551002381,0.057369647587246275,0.09826359750945768,4.522380265848616,0.3701790401599402
10,english,FR948,l,o,b,d,2516,2517,1694,False,F02_O,F06_O,3,1,62,0,0,0.09463744109463501,0.23460054915373568,0.14448988954575703,0.17029448201631475,0.1788469738998857,5.436367184030193,0.17115974563407865
10,english,FR695,j,p,s,e,495,394,497,True,F02_O,F02_N,3,1,63,1,0,0.24701544265093422,0.19463462979398616,0.38187547029400287,0.3222316928863891,0.1791273938375325,1.2352867038169908,0.0527981933690872
10,english,EN240,z,d,ɪ,s,2309,984,2205,False,188,8193,3,1,64,0,0,-0.009521506463702312,0.0844153451135487,-0.3094890335654781,-0.03655055962539566,-0.021866652459084035,10.466929052079728,0.1398718525917626
10,english,FR289,d,ʁ,t,e,374,462,2328,True,M04_O,F02_N,3,1,65,1,0,0.2822896521197298,0.12023528782326254,0.14281895075886908,0.13134057106061836,0.025682207554595826,1.7450812946659546,-0.03809338998249456
10,english,EN1900,s,k,æ,t,2185,3049,2186,False,1571,8193,3,1,66,0,0,0.5026397091500012,-0.0665417256387596,0.21514247896081223,0.09087864597443518,0.20202785957909614,8.232356637431023,-0.007812785570632919
10,english,FR2698,ɔ̃,y,t,p,9037,1904,1932,False,F06_O,F03_O,3,1,67,0,0,0.08372306324531031,0.3418637796002916,0.3705081034212843,0.28180692587571976,0.04831495099118688,5.139536795338201,-0.020846533294580083
10,english,FR2563,ʒ,d,a,a,699,445,697,True,M01_O,F01_O,3,1,68,1,0,0.3688685556325151,0.4412424482561175,0.41521243499231825,0.40200632238591694,0.07608005442933119,3.924820852315916,0.48242625210685386
10,english,FR1964,ʁ,ɡ,ɛ,ɛ,1666,447,1667,False,F05_N,M10_N,2,1,69,0,0,0.08776984485311656,0.4046651688605083,0.29101023454109376,0.2900577891374704,0.1402920096465724,13.20251346258976,0.1037434099712724
10,english,FR2108,e,y,d,p,1894,1895,582,False,F02_N,M10_N,-3,-1,70,0,0,-0.31462539948020285,0.02273789289574424,0.04523006534427654,-0.08692909446393438,0.10474202263929999,1.460367951360813,-0.02998840361337085
10,english,FR1461,s,ɔ̃,k,t,3000,3002,2624,True,F06_N,F03_O,3,1,71,1,0,0.9404348713837705,0.2817375656136527,0.11772138085535211,0.18811669271820652,0.25759340623644467,4.065728742065268,0.3208502901243454
10,english,EN1037,ŋ,m,ɪ,h,3176,3754,2359,True,3851,5189,3,1,72,1,0,0.19864761580493284,0.499012371687474,0.4177223135623947,0.4881724728423863,0.5746191206776545,7.316782920992305,-0.07526668722546648
10,english,FR252,p,d,a,ɛ,1155,229,392,False,F01_O,M04_O,3,1,73,0,0,0.5130135973473678,0.1490828955118927,0.1085581007850156,0.18256412362123942,0.2073334788515857,-0.22345462796026716,-0.05925018869492282
10,english,EN2068,ɛ,ɪ,s,k,571,581,155,False,5802,6509,3,1,74,0,0,0.0979096726448565,0.22538494979480866,0.25917655320414673,0.29690668689224997,0.23188103287630946,8.718293215585668,0.2612546954569849
10,english,EN1641,v,z,ʌ,b,5518,5521,4456,True,6895,3851,-3,-1,75,1,0,-0.331699225727792,-0.29501731566763867,-0.3580989799282357,-0.3965936225905713,-0.5630476655110589,-14.596315786036143,-0.3969386031248812
10,english,EN2211,m,p,ɪ,s,864,879,865,True,8193,6509,3,1,76,1,0,0.3501571316100682,0.7179931228647936,0.6658167576330575,0.6949440207598037,0.415821003355605,13.363945920042758,0.14909491170455552
10,english,EN641,ʌ,æ,k,s,1851,1906,1849,True,8193,3851,3,1,77,1,0,-0.12426727635205437,0.09793533515185426,0.007571572323051834,0.04692357086961213,-0.12581294885667726,1.9753615962324034,0.149102209262371
10,english,FR2848,ɛ,ø,p,d,1943,1048,9057,False,F02_N,M10_O,3,1,78,0,0,0.4353677690020785,0.007115254741004606,-0.031897865858170116,-0.016781385857511544,0.12186138391367518,-4.946692361371266,-0.26770631460266325
10,english,FR1092,s,m,i,ɛ,106,73,404,False,F02_N,M04_O,3,1,79,0,0,0.5460019020129808,0.5504942425125176,0.38277801032171566,0.4694751985245562,0.10329357858325305,16.071281805429543,0.45180785852568733
10,english,EN1055,z,m,d,ɪ,1233,1150,2097,True,5802,4926,3,1,80,1,0,-0.28969715923751593,0.027546025934294893,0.27281201572034997,0.28643089604639493,-0.05728981954638046,10.656066191492066,0.17040039205341906
10,english,FR2478,ʒ,z,a,i,7016,7005,1676,False,F02_O,F02_N,2,1,81,0,0,-0.0971049725962928,-0.03479278131678154,-0.041007360433872986,0.0418907832682045,0.052163053722085184,2.040598020096022,0.2383745248650952
10,english,EN63,æ,ʊ,p,t,210,1937,2959,True,5802,6895,2,1,82,1,0,0.47548984001324657,0.1779598038947765,0.21042717745316109,0.2839224536086453,0.028426323950036192,3.441112812146649,0.08643857183137282
10,english,EN937,k,m,ɛ,t,3248,3410,3250,True,5189,6509,-2,-1,83,1,0,0.17369053028382797,0.36079210833379705,0.19042062399202325,0.14788435058197724,0.2904929827532391,6.541584280263704,0.21396914352171537
10,english,FR1732,y,w,d,a,1487,1486,1488,False,F06_N,M02_O,2,1,84,0,0,-0.02029070527711896,0.14493561472909872,0.25490491365391243,0.2400385124256218,0.09475687643549924,4.541361688809154,0.09630027993592816
10,english,FR2198,t,s,a,a,1412,2167,1411,False,F01_O,F06_N,-2,-1,85,0,0,0.45653982647963465,0.3232232098552742,0.3100783112751239,0.30131323011710714,0.11466817856034783,8.23742034375799,-0.0030683123111820976
10,english,EN1653,w,m,z,ɛ,1638,1637,916,True,188,5189,-3,-1,86,1,0,0.12658983281810893,0.19795765199915433,0.167757353796066,0.25190385091804496,0.1525247711945933,7.440544054133305,-0.06367976157729482
10,english,FR308,k,e,a,t,55,498,57,False,F06_N,M10_N,1,1,87,0,0,0.04777538880790777,0.16369907949735424,0.15329171167145483,0.1886747875761261,0.06503367748887934,2.790977722486458,0.03558075931208193
10,english,EN1317,ɡ,n,ɪ,f,2134,4325,2136,True,5189,188,3,1,88,1,0,0.17048332200565297,0.08452748407047583,0.15908676695357077,0.12737604014914866,0.3067526292758026,4.9484874311679405,0.06813102385224579
10,english,FR851,k,v,i,a,63,299,930,True,M10_N,F02_N,3,1,89,1,0,-0.21466897473766933,0.11063278180622638,0.19472823359009217,0.1587339403325997,0.22639556927922688,6.007005043634236,-0.04261715457813786
10,english,FR616,i,ɑ̃,f,s,2581,2536,2687,False,F01_O,F01_N,3,1,90,0,0,0.6889601861144636,0.2843614731955327,0.21992562048668474,0.1718169332570616,0.2393409448065803,8.813434623831979,0.1771268706493801
10,english,FR2451,ʁ,v,i,ɛ,1683,1483,208,True,F01_N,F06_N,3,1,91,1,0,0.7927951358755072,0.4395501524144068,0.49505638145715225,0.5974388812696658,0.20597013110912632,10.558072629367896,0.4157629341838336
10,english,FR2674,a,o,s,k,44,1231,9031,False,F02_N,F06_N,3,1,92,0,0,0.5306982660265169,0.15954442234018634,0.12362335494914661,0.11668174239289392,0.11812196110595097,0.8945368145033941,0.13723135654449325
10,english,EN422,s,oʊ,b,t,1701,287,290,False,2294,1571,3,1,93,0,0,0.3843572054530372,0.367315106438987,0.15214504980662125,0.2133154103009065,0.025412106152443936,8.641276697981567,0.06165604392056345
10,english,FR2839,ɑ̃,ɔ,t,p,2204,1254,9056,True,F02_O,M01_O,3,1,94,1,0,-0.41857863144149987,0.011069564042014535,0.02741703505817039,0.09022393331686496,0.03613261073845808,0.6571254249343781,-0.00990548767456656
10,english,EN1155,b,f,s,æ,3013,3283,3012,True,188,8824,-3,-1,95,1,0,-0.13694375955847488,-0.32584098111941334,-0.2134559767495393,-0.28730140296513396,-0.05626601110961171,-2.1159792084484605,-0.16370517437373117
10,english,EN1286,ŋ,v,ɪ,z,3549,3550,3451,False,8824,8193,3,1,96,0,0,0.2432321519086451,0.4959264658861665,0.6402629537425637,0.5594336940144593,0.34928737601435894,10.39887278596636,0.13005032370649827
10,english,EN996,l,ŋ,ɪ,z,3298,3819,3300,False,5802,6509,3,1,97,0,0,0.0944352559620889,0.6024831545044976,0.5062833518206953,0.5132955397723822,0.42799940399675956,13.363673607665781,0.3840327153710736
10,english,FR21,i,a,s,k,43,42,45,True,F06_N,M10_N,3,1,98,1,0,0.12701041443072747,0.3164677767060433,0.25277912698266264,0.31535198425458916,-0.03543548210496994,5.596116574369748,0.19204010567104407
10,english,FR829,k,p,a,ɛ,255,277,634,True,M10_N,M01_O,3,1,99,1,0,0.4493050758970325,0.3414013120596765,0.40750605121946964,0.3698899841659306,0.11198442643662132,9.084591984094725,0.19897011419609117
10,english,FR2928,n,ʒ,i,i,10010,10009,1190,False,F02_N,M10_N,2,1,100,0,0,0.03555305072003412,0.45116425995034615,0.37846670428534257,0.30901460916816403,0.29102707301162434,10.082302035381922,-0.049696161277351214
10,english,FR2838,ɛ,u,k,s,1351,1322,1266,False,M08_N,M07_O,3,1,101,0,0,0.08865431033965504,0.22548107590157118,0.22347671406488867,0.22364226713335666,0.051897432255754605,5.576117634536754,-0.04380130491194023
10,english,FR237,n,d,a,ɛ,270,229,391,True,F01_O,F03_O,3,1,102,1,0,-0.17175311861344744,0.28534088469268226,0.11760511305448784,0.34200872849674113,0.014242864374693243,7.774409590065755,0.10101163015722425
10,english,FR1906,ɔ̃,ɛ,s,d,600,1643,182,False,F02_O,M01_O,3,1,103,0,0,0.737362044251479,0.33121575775481626,0.3091133331655666,0.39567300956135054,0.21143113615403342,12.526165970918242,0.35665929162674703
10,english,EN473,v,f,z,ɪ,2086,4209,2085,True,5189,188,2,1,104,1,0,0.3261600113147866,0.12370400698501527,0.03860093285680011,0.0007825325940336025,-0.15574664194939464,9.668310235084844,0.1181820882373632
10,english,EN1542,z,s,æ,k,5507,5506,5508,False,1571,511,-3,-1,105,0,0,0.04247065261563099,0.04196128258531684,0.1805082218374655,0.18698039222655105,0.13758334344420092,4.469179970984088,0.09741216509140704
10,english,FR2725,b,n,a,a,319,2144,9007,True,F06_N,F10_O,3,1,106,1,0,0.2780855024488289,0.32063650600024196,0.24123008967141307,0.22843033198002172,-0.1396107545712203,5.714054583541564,0.2005325705931691
10,english,EN1928,w,ɹ,ə,ʌ,10037,10036,10039,False,2741,4926,3,1,107,0,0,0.43619194935629546,0.05927481373902466,0.31272778483393704,0.21863011048993336,0.0420434149524922,1.6005123783823887,0.01323538507624844
10,english,FR993,l,y,s,i,1042,1043,1044,True,F06_N,M08_N,-3,-1,108,1,0,-0.08361339417937927,0.007932415062082254,-0.061507181897926755,0.024882675501806673,-0.10326635128160588,1.785169971938254,0.06625623145562687
10,english,FR188,ʃ,b,e,a,332,331,333,False,M04_O,F02_N,3,1,109,0,0,0.5190572930429601,0.516184186460463,0.6469347744747664,0.605941925584937,0.1088688451275055,16.433731444152485,0.13303846106922945
10,english,FR1327,ɛ̃,o,s,k,200,526,614,True,M10_N,F02_N,3,1,110,1,0,0.38120442864866755,0.2388137867898199,0.21647388122097444,0.212770900452749,0.20240273968304984,8.11605441113356,0.11853175564103446
10,english,EN536,t,ɛ,s,ʃ,2396,2395,2398,False,3851,188,3,1,111,0,0,0.20068406060658975,0.28573689751044046,0.3651498628430756,0.25335567565694056,0.1681324142201993,20.14472005048147,0.39830685549490763
10,english,FR921,ʒ,k,i,ɛ,1317,889,474,True,F02_O,M07_N,3,1,112,1,0,0.5953492435219835,0.05503602412899755,0.008578048148374928,0.06264297673150576,0.1819459864385401,2.1696288547152918,0.3155284206312164
10,english,EN1078,t,n,ɪ,ð,3905,4003,3901,False,6509,3347,3,1,113,0,0,0.237249693362114,0.34529656868405123,0.4391310267675348,0.3787381116236983,0.17120925581557656,16.065551621404595,0.505896709663687
10,english,FR1109,m,y,t,ɛ,508,1112,72,True,F01_N,F02_N,2,1,114,1,0,-0.14483872445562251,-0.03935679394761682,0.01246818032671293,0.004999431388168607,0.01566065294837571,2.854783537511091,-0.16147526614533758
10,english,EN379,z,l,ɪ,s,2205,861,2309,True,8193,188,3,1,115,1,0,0.1583947867474415,0.22373854954393108,-0.0009624364083790082,0.20932944659132846,0.05236776367293694,4.647251643999181,0.09222001887747633
10,english,EN1382,w,s,k,ɪ,2785,2766,2582,False,8824,8193,3,1,116,0,0,0.7723640775419023,0.27015666668455884,0.4030589054287359,0.3926666150270454,0.21656495079463212,16.10042298405024,0.1134475115582747
10,english,FR983,v,l,i,a,299,263,931,True,M10_N,F02_N,2,1,117,1,0,0.23647506813187608,0.2049911708280837,0.10924530571052904,0.0906489059281188,-0.00047115518962581593,1.5827473505418705,0.15016959927988127
10,english,EN34,s,ɑ,k,p,1892,56,1893,False,8824,6509,3,1,118,0,0,0.5457400347334178,0.10102613457307252,0.2987772785428908,0.24111083701109737,0.11624278640175323,14.29736159972874,-0.10161824048398804
10,english,EN575,v,s,æ,b,5462,3920,5514,True,2741,4926,3,1,119,1,0,-0.4476220360994124,0.25063082569804407,0.28443989022046284,0.29177127087524846,0.39690686763112076,7.5218319850567745,0.03281826753677286
10,english,FR2006,ɲ,ʒ,a,d,878,1680,880,False,F06_N,M08_N,3,1,120,0,0,-0.15341683198242773,0.14290905995014042,0.15776363173224622,0.08914534352583742,-0.09147437803871528,1.3551175748458855,-0.08736430611558577
10,english,FR211,l,d,i,u,2781,2577,2782,True,F06_N,F06_O,3,1,121,1,0,-0.16562456658381935,0.2571789305877549,0.19733417142971066,0.24801547160706627,-0.040333070190289866,2.5817870229298787,0.15309574754084232
10,english,EN179,d,k,z,ɑ,2110,2139,2112,True,5189,8824,3,1,122,1,0,-0.11677886165485707,0.03749287056705447,0.059502892408706654,0.03876741865994182,0.027155266711716086,-5.0317596994300935,0.09894783323136325
10,english,EN484,t,p,æ,s,2068,2047,2067,False,6509,8193,-3,-1,123,0,0,0.2570687592345312,0.047763509567084694,0.13274143680280925,0.0012804807057957834,0.1222320008043839,-0.7045510031425604,0.18276321453787037
10,english,FR1151,ʃ,m,a,ɛ,1005,1150,329,True,M01_O,F06_N,3,1,124,1,0,0.36782629124369987,0.5603751150048479,0.6441731274901861,0.5921533791542124,0.18054052104947527,17.442178062623377,0.3540031395840806
10,english,FR712,s,j,i,ɛ,804,797,106,False,M08_N,F02_N,-2,-1,125,0,0,0.0798776067776451,0.2500259977340046,0.25493440571352,0.29083204376127125,-0.00017673230047865474,10.9393207375645,0.1596476337300069
10,english,FR2444,f,j,a,i,629,630,631,False,M04_O,M10_N,-2,-1,126,0,0,0.16610092796334608,0.34863307145853384,0.39652377444767206,0.3511470370807337,0.04033140319430939,6.321083855008855,0.15256077931252332
10,english,FR158,b,z,e,ɔ,272,303,274,False,M07_N,M01_O,3,1,127,0,0,0.3593355995805999,0.2612552689317953,0.3407875266440047,0.33947609757553304,0.18922722464559028,10.292032319449461,0.20955810366452693
10,english,EN73,ʌ,eɪ,d,z,1946,1947,276,True,188,8824,3,1,128,1,0,-0.09651039552996488,0.25230563844128856,0.43855641235711673,0.36416238056457395,0.21071848439852492,14.670929953877103,-0.17709791029355948
10,english,FR1602,t,ʃ,i,a,1421,1099,292,False,F02_O,M10_N,3,1,129,0,0,0.45722349513469485,0.23457817639528428,0.3956699124453126,0.40686055027445883,0.11865300497631737,7.582525428527768,0.2197481631199304
10,english,EN1981,d,ɡ,v,ɑ,10261,10260,10263,True,188,1571,3,1,130,1,0,-0.20167794851357762,-0.10652747725013767,0.06957931682688451,-0.04106308987219004,0.12240845373222453,-2.544522404460851,-0.006008686989681156
10,english,EN1465,k,i,s,ɪ,712,694,713,True,5189,2741,3,1,131,1,0,0.0816961750386958,0.2943466778755443,0.20487344099893978,0.33109845535865473,0.4147287391111849,4.842152290778864,-0.06946876277029979
10,english,FR1858,ɑ̃,ɛ,d,s,166,194,776,False,M10_N,F02_N,3,1,132,0,0,0.4527097132126906,-0.04512335231503706,-0.14741776379228871,-0.04932310275895291,-0.03130978343268165,0.25531801004946253,0.2929964772683783
10,english,FR2872,f,l,a,a,698,2905,696,False,M01_O,F01_O,3,1,133,0,0,0.5641080648720224,0.39425374441293803,0.3419685264616558,0.2397312080811892,0.16151547014005052,14.543765537243475,0.5058863598370961
10,english,FR725,j,w,v,a,808,821,810,True,F01_O,F03_O,3,1,134,1,0,0.23825627218534262,0.26085447260533157,0.369974576629684,0.3532840925872568,-0.008854508403845385,8.311424820927586,0.07634408298617101
10,english,FR2295,f,k,i,ɛ,25,59,24,True,F01_O,F02_N,3,1,135,1,0,-0.2882010264035641,0.038271746919036065,0.052073543018474666,0.10087150607729711,-0.00021560515696661398,3.1957821254450263,0.21109271345683606
10,english,FR1496,s,ɲ,i,k,918,994,919,False,M07_N,M10_N,3,1,136,0,0,0.01712433667569241,0.2159606645435379,0.38487774422433324,0.3823062650515468,0.12403723943445832,5.211605084212453,0.10810575690228252
10,english,EN571,s,ɹ,ɑ,p,4392,4438,4391,True,2294,3851,3,1,137,1,0,0.7888626653953641,0.31239189544496093,0.44637917150929035,0.43987198343435324,0.20549782112550552,20.668351309461187,0.22551779810905836
10,english,EN1872,h,w,d,ɪ,1238,1822,2481,False,5802,3851,2,1,138,0,0,0.7854843783312065,0.42569140248996995,0.2733392259993254,0.3753349436825432,0.030318097474731576,11.612454390161398,0.36051773132083087
10,english,FR1722,ʃ,v,a,ɛ,1005,1484,329,False,M01_O,F06_N,3,1,139,0,0,0.4459570935541974,0.5095403118452564,0.6431037808099799,0.6350828714543679,0.18411256066341908,14.737023215060825,0.38010870563540144
10,english,EN509,b,t,ʌ,dʒ,2071,2072,2073,True,1571,4926,-3,-1,140,1,0,-0.18382397798622696,0.15240174701193554,0.2614269266318052,0.27725182321941066,0.49577502191909206,0.4836837813215409,0.06716297738292859
10,english,EN1560,p,w,d,ɑ,3772,5776,3770,False,188,511,3,1,141,0,0,-0.39923361153991477,0.13590919057522272,0.2868367831562804,0.269378333416416,0.0045342149966143275,11.32818870041104,-0.04233339244723333
10,english,EN597,s,i,k,p,1893,1959,1892,True,6509,8824,3,1,142,1,0,0.010287352808342975,-0.035730280756523736,0.18737816240787497,0.0917860829813556,0.10595100707181793,10.112899869560406,-0.10247137561286346
10,english,FR1824,ø,ɔ̃,s,d,1566,1567,577,False,M07_N,M01_O,3,1,143,0,0,-0.11873874852499594,0.13807800969692158,0.12212330151154743,0.035963887110918025,0.16266281333494825,1.7621586886978058,0.2816232132058226
10,english,FR1525,v,t,a,ɛ,295,289,296,True,M08_N,F02_N,3,1,144,1,0,0.19421279040129713,0.10809566255415082,0.07256042944245045,0.1341258788703521,-0.001441403425152754,-1.2474238439834107,-0.1768594446100551
10,english,FR546,p,i,k,a,531,487,532,False,F01_O,M07_N,2,1,145,0,0,0.7949166374433942,0.33607530227283255,0.3433132427332761,0.45892178888695484,0.008204847347295763,4.456894982157316,0.29461724276475876
10,english,EN1784,ð,k,z,ɛ,3168,1541,3175,False,1571,8824,3,1,146,0,0,0.2838631703629009,0.16584829091341363,0.28491514225312503,0.23927116085655697,0.09455166789302549,2.1650418933022646,0.02379917526515174
